#ratio,nCores,1000,2000,4000,8000
0.5,12,6577308931.10,6667077289.17,6723256810.46,11537727369.52
1,12,6559383198.50,6674780936.57,6589658395.30,11536706733.31
1.5,12,7112774465.74,6561035702.77,7479078123.54,11532631029.31
2,12,6569398439.27,6553101795.29,7978911609.06,11534870820.27
