machine, size, metric, invocations, min, max, mean
f3,200_200_50,300,"gld_transactions_per_request","Global Load Transactions Per Request",2.285714,2.285714
f3,200_200_50,300,"gst_transactions_per_request","Global Store Transactions Per Request",2.285714,2.285714
f3,200_200_50,300,"local_load_transactions","Local Load Transactions",0,0
f3,200_200_50,300,"local_store_transactions","Local Store Transactions",0,0
f3,200_200_50,300,"shared_load_transactions","Shared Load Transactions",0,0
f3,200_200_50,300,"shared_store_transactions","Shared Store Transactions",0,0
f3,200_200_50,300,"gld_transactions","Global Load Transactions",20800,20800
f3,200_200_50,300,"gst_transactions","Global Store Transactions",20800,20800
f3,200_200_50,300,"sysmem_read_transactions","System Memory Read Transactions",0,0
f3,200_200_50,300,"sysmem_write_transactions","System Memory Write Transactions",1,13
f3,200_200_50,300,"tex_cache_transactions","Texture Cache Transactions",0,0
f3,200_200_50,300,"dram_read_transactions","Device Memory Read Transactions",85220,85586
f3,200_200_50,300,"dram_write_transactions","Device Memory Write Transactions",80081,80397
f3,200_200_50,300,"l2_read_transactions","L2 Read Transactions",65086,65274
f3,200_200_50,300,"l2_write_transactions","L2 Write Transactions",65009,65030
f3,200_200_50,300,"local_load_throughput","Local Memory Load Throughput",0.000000B/s,0.000000B/s
f3,200_200_50,300,"local_store_throughput","Local Memory Store Throughput",0.000000B/s,0.000000B/s
f3,200_200_50,300,"shared_load_throughput","Shared Memory Load Throughput",0.000000B/s,0.000000B/s
f3,200_200_50,300,"shared_store_throughput","Shared Memory Store Throughput",0.000000B/s,0.000000B/s
f3,200_200_50,300,"l2_read_throughput","L2 Throughput (Reads)",27.415931GB/s,27.555674GB/s
f3,200_200_50,300,"l2_write_throughput","L2 Throughput (Writes)",27.371310GB/s,27.478757GB/s
f3,200_200_50,300,"sysmem_read_throughput","System Memory Read Throughput",0.000000B/s,0.000000B/s
f3,200_200_50,300,"sysmem_write_throughput","System Memory Write Throughput",441.420898KB/s,5.619144MB/s
f3,200_200_50,300,"warp_nonpred_execution_efficiency","Warp Non-Predicated Execution Efficiency",89.155750%,89.155750%
f3,200_200_50,300,"cf_issued","Issued Control-Flow Instructions",9725,9740
f3,200_200_50,300,"cf_executed","Executed Control-Flow Instructions",4823,4823
f3,200_200_50,300,"ldst_issued","Issued Load/Store Instructions",62400,62432
f3,200_200_50,300,"ldst_executed","Executed Load/Store Instructions",18200,18200
f3,200_200_50,300,"flop_count_sp","Floating Point Operations(Single Precision)",0,0
f3,200_200_50,300,"flop_count_sp_add","Floating Point Operations(Single Precision Add)",0,0
f3,200_200_50,300,"flop_count_sp_mul","Floating Point Operation(Single Precision Mul)",0,0
f3,200_200_50,300,"flop_count_sp_fma","Floating Point Operations(Single Precision FMA)",0,0
f3,200_200_50,300,"flop_count_dp","Floating Point Operations(Double Precision)",0,0
f3,200_200_50,300,"flop_count_dp_add","Floating Point Operations(Double Precision Add)",0,0
f3,200_200_50,300,"flop_count_dp_mul","Floating Point Operations(Double Precision Mul)",0,0
f3,200_200_50,300,"flop_count_dp_fma","Floating Point Operations(Double Precision FMA)",0,0
f3,200_200_50,300,"flop_count_sp_special","Floating Point Operations(Single Precision Special)",0,0
f3,200_200_50,300,"stall_inst_fetch","Issue Stall Reasons (Instructions Fetch)",2.327740%,4.327372%
f3,200_200_50,300,"stall_exec_dependency","Issue Stall Reasons (Execution Dependency)",19.317191%,19.857244%
f3,200_200_50,300,"stall_memory_dependency","Issue Stall Reasons (Data Request)",64.135766%,65.783183%
f3,200_200_50,300,"stall_texture","Issue Stall Reasons (Texture)",0.000000%,0.000000%
f3,200_200_50,300,"stall_sync","Issue Stall Reasons (Synchronization)",2.110700%,2.893877%
f3,200_200_50,300,"stall_other","Issue Stall Reasons (Other)",0.178638%,0.214401%
f3,200_200_50,300,"l1_shared_utilization","L1/Shared Memory Utilization","Low (1)","Low (1)"
f3,200_200_50,300,"l2_utilization","L2 Cache Utilization","Low (2)","Low (2)"
f3,200_200_50,300,"tex_utilization","Texture Cache Utilization","Idle (0)","Idle (0)"
f3,200_200_50,300,"dram_utilization","Device Memory Utilization","Mid (4)","Mid (4)"
f3,200_200_50,300,"sysmem_utilization","System Memory Utilization","Low (1)","Low (1)"
f3,200_200_50,300,"ldst_fu_utilization","Load/Store Function Unit Utilization","Low (2)","Low (2)"
f3,200_200_50,300,"alu_fu_utilization","Arithmetic Function Unit Utilization","Low (1)","Low (1)"
f3,200_200_50,300,"cf_fu_utilization","Control-Flow Function Unit Utilization","Low (1)","Low (1)"
f3,200_200_50,300,"tex_fu_utilization","Texture Function Unit Utilization","Idle (0)","Idle (0)"
f3,200_200_50,300,"inst_executed","Instructions Executed",125034,125034
f3,200_200_50,300,"inst_issued","Instructions Issued",178961,179000
f3,200_200_50,300,"issue_slots","Issue Slots",132823,132849
f3,200_200_50,300,"nc_l2_read_throughput","L2 Throughput (Non-Coherent Reads)",0.000000B/s,0.000000B/s
f3,200_200_50,300,"nc_l2_read_transactions","L2 Non-Coherent Read Transactions",0,0
f3,200_200_50,300,"nc_cache_global_hit_rate","Non-Coherent Global Hit Rate",0.000000%,0.000000%
f3,200_200_50,300,"nc_gld_throughput","Non-Coherent Global Memory Load Throughput",0.000000B/s,0.000000B/s
f3,200_200_50,300,"nc_gld_efficiency","Non-Coherent Global Load Efficiency",0.000000%,0.000000%
f3,200_200_50,300,"l2_atomic_throughput","L2 Throughput (Atomic requests)",0.000000B/s,0.000000B/s
f3,200_200_50,300,"inst_fp_32","FP Instructions(Single)",0,0
f3,200_200_50,300,"inst_fp_64","FP Instructions(Double)",0,0
f3,200_200_50,300,"inst_integer","Integer Instructions",2623400,2623400
f3,200_200_50,300,"inst_bit_convert","Bit-Convert Instructions",0,0
f3,200_200_50,300,"inst_control","Control-Flow Instructions",130000,130000
f3,200_200_50,300,"inst_compute_ld_st","Load/Store Instructions",520000,520000
f3,200_200_50,300,"inst_misc","Misc Instructions",293800,293800
f3,200_200_50,300,"inst_inter_thread_communication","Inter-Thread Instructions",0,0
f3,200_200_50,300,"atomic_replay_overhead","Atomic Replay Overhead",0.000000,0.000000
f3,200_200_50,300,"atomic_transactions","Atomic Transactions",0,0
f3,200_200_50,300,"atomic_transactions_per_request","Atomic Transactions Per Request",0.000000,0.000000
f3,200_200_50,300,"sysmem_read_utilization","System Memory Read Utilization","Idle (0)","Idle (0)"
f3,200_200_50,300,"sysmem_write_utilization","System Memory Write Utilization","Low (1)","Low (1)"
f3,200_200_50,300,"l2_l1_read_transactions","L2 Read Transactions (L1 read requests)",65000,65000
f3,200_200_50,300,"l2_l1_write_transactions","L2 Write Transactions (L1 write requests)",65000,65000
f3,200_200_50,300,"l2_tex_read_transactions","L2 Transactions (Texture Reads)",0,0
f3,200_200_50,300,"l2_l1_write_throughput","L2 Throughput (L1 Writes)",27.362049GB/s,27.470305GB/s
f3,200_200_50,300,"l2_atomic_transactions","L2 Transactions (Atomic requests)",0,0
f3,200_200_50,300,"ecc_transactions","ECC Transactions",35366,35778
f3,200_200_50,300,"ecc_throughput","ECC Throughput",14.927728GB/s,15.090627GB/s
f3,200_200_50,300,"stall_pipe_busy","Issue Stall Reasons (Pipe Busy)",0.552881%,0.656580%
f3,200_200_50,300,"stall_constant_memory_dependency","Issue Stall Reasons (Immediate constant)",1.022745%,1.235255%
f3,200_200_50,300,"flop_sp_efficiency","FLOP Efficiency(Peak Single)",0.000000%,0.000000%
f3,200_200_50,300,"flop_dp_efficiency","FLOP Efficiency(Peak Double)",0.000000%,0.000000%
f3,200_200_50,300,"stall_memory_throttle","Issue Stall Reasons (Memory Throttle)",7.501396%,7.704460%
f3,200_200_50,300,"stall_not_selected","Issue Stall Reasons (Not Selected)",0.300736%,0.365749%
f3,200_200_50,300,"eligible_warps_per_cycle","Eligible Warps Per Active Cycle",0.233540,0.240851
f3,200_200_50,300,"atomic_throughput","Atomic Throughput",0.000000B/s,0.000000B/s
f3,200_200_50,300,"l1_cache_global_hit_rate","L1 Global Hit Rate",0.000000%,0.000000%
f3,200_200_50,300,"l1_cache_local_hit_rate","L1 Local Hit Rate",0.000000%,0.000000%
f3,200_200_50,300,"sm_efficiency","Multiprocessor Activity",77.233092%,79.323660%
f3,200_200_50,300,"ipc","Executed IPC",0.186633,0.193558
f3,200_200_50,300,"achieved_occupancy","Achieved Occupancy",0.109319,0.109328
f3,200_200_50,300,"gld_requested_throughput","Requested Global Load Throughput",22.638401GB/s,22.802083GB/s
f3,200_200_50,300,"gst_requested_throughput","Requested Global Store Throughput",22.638401GB/s,22.802083GB/s
f3,200_200_50,300,"sm_efficiency_instance","Multiprocessor Activity",77.233092%,79.323660%
f3,200_200_50,300,"ipc_instance","Executed IPC",0.186633,0.193558
f3,200_200_50,300,"inst_replay_overhead","Instruction Replay Overhead",0.494738,0.503715
f3,200_200_50,300,"shared_replay_overhead","Shared Memory Replay Overhead",0.000000,0.000000
f3,200_200_50,300,"global_replay_overhead","Global Memory Replay Overhead",0.185730,0.185730
f3,200_200_50,300,"global_cache_replay_overhead","Global Memory Cache Replay Overhead",0.000000,0.000000
f3,200_200_50,300,"tex_cache_hit_rate","Texture Cache Hit Rate",0.000000%,0.000000%
f3,200_200_50,300,"tex_cache_throughput","Texture Cache Throughput",0.000000B/s,0.000000B/s
f3,200_200_50,300,"dram_read_throughput","Device Memory Read Throughput",29.689130GB/s,30.015090GB/s
f3,200_200_50,300,"dram_write_throughput","Device Memory Write Throughput",28.622862GB/s,28.833983GB/s
f3,200_200_50,300,"gst_throughput","Global Store Throughput",22.638401GB/s,22.802083GB/s
f3,200_200_50,300,"gld_throughput","Global Load Throughput",22.638401GB/s,22.802083GB/s
f3,200_200_50,300,"local_replay_overhead","Local Memory Cache Replay Overhead",0.000000,0.000000
f3,200_200_50,300,"shared_efficiency","Shared Memory Efficiency",0.000000%,0.000000%
f3,200_200_50,300,"gld_efficiency","Global Memory Load Efficiency",100.000000%,100.000000%
f3,200_200_50,300,"gst_efficiency","Global Memory Store Efficiency",100.000000%,100.000000%
f3,200_200_50,300,"l2_l1_read_hit_rate","L2 Hit Rate (L1 Reads)",0.000000%,0.000000%
f3,200_200_50,300,"l2_texture_read_hit_rate","L2 Hit Rate (Texture Reads)",0.000000%,0.000000%
f3,200_200_50,300,"l2_l1_read_throughput","L2 Throughput (L1 Reads)",22.638401GB/s,22.802083GB/s
f3,200_200_50,300,"l2_texture_read_throughput","L2 Throughput (Texture Reads)",0.000000B/s,0.000000B/s
f3,200_200_50,300,"local_memory_overhead","Local Memory Overhead",0.000000%,0.000000%
f3,200_200_50,300,"warp_execution_efficiency","Warp Execution Efficiency",89.285714%,89.285714%
f3,200_200_50,300,"nc_gld_requested_throughput","Requested Non-Coherent Global Load Throughput",0.000000B/s,0.000000B/s
f3,200_200_50,300,"issued_ipc","Issued IPC",0.280439,0.290399
f3,200_200_50,300,"inst_per_warp","Instructions per warp",426.000000,426.000000
f3,200_200_50,300,"issue_slot_utilization","Issue Slot Utilization",5.867772%,6.079051%
f3,200_200_50,300,"local_load_transactions_per_request","Local Memory Load Transactions Per Request",0.000000,0.000000
f3,200_200_50,300,"local_store_transactions_per_request","Local Memory Store Transactions Per Request",0.000000,0.000000
f3,200_200_50,300,"shared_load_transactions_per_request","Shared Memory Load Transactions Per Request",0.000000,0.000000
f3,200_200_50,300,"shared_store_transactions_per_request","Shared Memory Store Transactions Per Request",0.000000,0.000000
f3,200_200_50,300,"gld_transactions_per_request","Global Load Transactions Per Request",2.285714,2.285714
f3,200_200_50,300,"gst_transactions_per_request","Global Store Transactions Per Request",2.285714,2.285714
f3,200_200_50,300,"local_load_transactions","Local Load Transactions",0,0
f3,200_200_50,300,"local_store_transactions","Local Store Transactions",0,0
f3,200_200_50,300,"shared_load_transactions","Shared Load Transactions",0,0
f3,200_200_50,300,"shared_store_transactions","Shared Store Transactions",0,0
f3,200_200_50,300,"gld_transactions","Global Load Transactions",6400,6400
f3,200_200_50,300,"gst_transactions","Global Store Transactions",6400,6400
f3,200_200_50,300,"sysmem_read_transactions","System Memory Read Transactions",0,0
f3,200_200_50,300,"sysmem_write_transactions","System Memory Write Transactions",1,17
f3,200_200_50,300,"tex_cache_transactions","Texture Cache Transactions",0,0
f3,200_200_50,300,"dram_read_transactions","Device Memory Read Transactions",26172,26380
f3,200_200_50,300,"dram_write_transactions","Device Memory Write Transactions",25219,25340
f3,200_200_50,300,"l2_read_transactions","L2 Read Transactions",20085,20254
f3,200_200_50,300,"l2_write_transactions","L2 Write Transactions",20008,20028
f3,200_200_50,300,"local_load_throughput","Local Memory Load Throughput",0.000000B/s,0.000000B/s
f3,200_200_50,300,"local_store_throughput","Local Memory Store Throughput",0.000000B/s,0.000000B/s
f3,200_200_50,300,"shared_load_throughput","Shared Memory Load Throughput",0.000000B/s,0.000000B/s
f3,200_200_50,300,"shared_store_throughput","Shared Memory Store Throughput",0.000000B/s,0.000000B/s
f3,200_200_50,300,"l2_read_throughput","L2 Throughput (Reads)",22.734614GB/s,23.024095GB/s
f3,200_200_50,300,"l2_write_throughput","L2 Throughput (Writes)",22.670094GB/s,22.814624GB/s
f3,200_200_50,300,"sysmem_read_throughput","System Memory Read Throughput",0.000000B/s,0.000000B/s
f3,200_200_50,300,"sysmem_write_throughput","System Memory Write Throughput",1.160188MB/s,19.798459MB/s
f3,200_200_50,300,"warp_nonpred_execution_efficiency","Warp Non-Predicated Execution Efficiency",86.802868%,86.802868%
f3,200_200_50,300,"cf_issued","Issued Control-Flow Instructions",1729,1729
f3,200_200_50,300,"cf_executed","Executed Control-Flow Instructions",1729,1729
f3,200_200_50,300,"ldst_issued","Issued Load/Store Instructions",20752,20972
f3,200_200_50,300,"ldst_executed","Executed Load/Store Instructions",5824,5824
f3,200_200_50,300,"flop_count_sp","Floating Point Operations(Single Precision)",0,0
f3,200_200_50,300,"flop_count_sp_add","Floating Point Operations(Single Precision Add)",0,0
f3,200_200_50,300,"flop_count_sp_mul","Floating Point Operation(Single Precision Mul)",0,0
f3,200_200_50,300,"flop_count_sp_fma","Floating Point Operations(Single Precision FMA)",0,0
f3,200_200_50,300,"flop_count_dp","Floating Point Operations(Double Precision)",0,0
f3,200_200_50,300,"flop_count_dp_add","Floating Point Operations(Double Precision Add)",0,0
f3,200_200_50,300,"flop_count_dp_mul","Floating Point Operations(Double Precision Mul)",0,0
f3,200_200_50,300,"flop_count_dp_fma","Floating Point Operations(Double Precision FMA)",0,0
f3,200_200_50,300,"flop_count_sp_special","Floating Point Operations(Single Precision Special)",0,0
f3,200_200_50,300,"stall_inst_fetch","Issue Stall Reasons (Instructions Fetch)",2.466440%,4.661054%
f3,200_200_50,300,"stall_exec_dependency","Issue Stall Reasons (Execution Dependency)",20.980180%,21.940683%
f3,200_200_50,300,"stall_memory_dependency","Issue Stall Reasons (Data Request)",59.152043%,61.409709%
f3,200_200_50,300,"stall_texture","Issue Stall Reasons (Texture)",0.000000%,0.000000%
f3,200_200_50,300,"stall_sync","Issue Stall Reasons (Synchronization)",3.196707%,4.799547%
f3,200_200_50,300,"stall_other","Issue Stall Reasons (Other)",0.442377%,0.516229%
f3,200_200_50,300,"l1_shared_utilization","L1/Shared Memory Utilization","Low (1)","Low (1)"
f3,200_200_50,300,"l2_utilization","L2 Cache Utilization","Low (1)","Low (2)"
f3,200_200_50,300,"tex_utilization","Texture Cache Utilization","Idle (0)","Idle (0)"
f3,200_200_50,300,"dram_utilization","Device Memory Utilization","Mid (4)","Mid (4)"
f3,200_200_50,300,"sysmem_utilization","System Memory Utilization","Low (1)","Low (1)"
f3,200_200_50,300,"ldst_fu_utilization","Load/Store Function Unit Utilization","Low (2)","Low (2)"
f3,200_200_50,300,"alu_fu_utilization","Arithmetic Function Unit Utilization","Low (1)","Low (1)"
f3,200_200_50,300,"cf_fu_utilization","Control-Flow Function Unit Utilization","Low (1)","Low (1)"
f3,200_200_50,300,"tex_fu_utilization","Texture Function Unit Utilization","Idle (0)","Idle (0)"
f3,200_200_50,300,"inst_executed","Instructions Executed",38766,38766
f3,200_200_50,300,"inst_issued","Instructions Issued",57950,58293
f3,200_200_50,300,"issue_slots","Issue Slots",48486,48829
f3,200_200_50,300,"nc_l2_read_throughput","L2 Throughput (Non-Coherent Reads)",0.000000B/s,0.000000B/s
f3,200_200_50,300,"nc_l2_read_transactions","L2 Non-Coherent Read Transactions",0,0
f3,200_200_50,300,"nc_cache_global_hit_rate","Non-Coherent Global Hit Rate",0.000000%,0.000000%
f3,200_200_50,300,"nc_gld_throughput","Non-Coherent Global Memory Load Throughput",0.000000B/s,0.000000B/s
f3,200_200_50,300,"nc_gld_efficiency","Non-Coherent Global Load Efficiency",0.000000%,0.000000%
f3,200_200_50,300,"l2_atomic_throughput","L2 Throughput (Atomic requests)",0.000000B/s,0.000000B/s
f3,200_200_50,300,"inst_fp_32","FP Instructions(Single)",0,0
f3,200_200_50,300,"inst_fp_64","FP Instructions(Double)",0,0
f3,200_200_50,300,"inst_integer","Integer Instructions",686000,686000
f3,200_200_50,300,"inst_bit_convert","Bit-Convert Instructions",0,0
f3,200_200_50,300,"inst_control","Control-Flow Instructions",41600,41600
f3,200_200_50,300,"inst_compute_ld_st","Load/Store Instructions",160000,160000
f3,200_200_50,300,"inst_misc","Misc Instructions",189200,189200
f3,200_200_50,300,"inst_inter_thread_communication","Inter-Thread Instructions",0,0
f3,200_200_50,300,"atomic_replay_overhead","Atomic Replay Overhead",0.000000,0.000000
f3,200_200_50,300,"atomic_transactions","Atomic Transactions",0,0
f3,200_200_50,300,"atomic_transactions_per_request","Atomic Transactions Per Request",0.000000,0.000000
f3,200_200_50,300,"sysmem_read_utilization","System Memory Read Utilization","Idle (0)","Idle (0)"
f3,200_200_50,300,"sysmem_write_utilization","System Memory Write Utilization","Low (1)","Low (1)"
f3,200_200_50,300,"l2_l1_read_transactions","L2 Read Transactions (L1 read requests)",20000,20000
f3,200_200_50,300,"l2_l1_write_transactions","L2 Write Transactions (L1 write requests)",20000,20000
f3,200_200_50,300,"l2_tex_read_transactions","L2 Transactions (Texture Reads)",0,0
f3,200_200_50,300,"l2_l1_write_throughput","L2 Throughput (L1 Writes)",22.638401GB/s,22.802083GB/s
f3,200_200_50,300,"l2_atomic_transactions","L2 Transactions (Atomic requests)",0,0
f3,200_200_50,300,"ecc_transactions","ECC Transactions",11366,11612
f3,200_200_50,300,"ecc_throughput","ECC Throughput",12.904122GB/s,13.212101GB/s
f3,200_200_50,300,"stall_pipe_busy","Issue Stall Reasons (Pipe Busy)",0.568745%,0.751363%
f3,200_200_50,300,"stall_constant_memory_dependency","Issue Stall Reasons (Immediate constant)",3.044586%,3.679837%
f3,200_200_50,300,"flop_sp_efficiency","FLOP Efficiency(Peak Single)",0.000000%,0.000000%
f3,200_200_50,300,"flop_dp_efficiency","FLOP Efficiency(Peak Double)",0.000000%,0.000000%
f3,200_200_50,300,"stall_memory_throttle","Issue Stall Reasons (Memory Throttle)",6.077445%,6.348852%
f3,200_200_50,300,"stall_not_selected","Issue Stall Reasons (Not Selected)",0.426695%,0.511768%
f3,200_200_50,300,"eligible_warps_per_cycle","Eligible Warps Per Active Cycle",0.262203,0.273636
f3,200_200_50,300,"atomic_throughput","Atomic Throughput",0.000000B/s,0.000000B/s
f3,200_200_50,300,"l1_cache_global_hit_rate","L1 Global Hit Rate",0.000000%,0.000000%
f3,200_200_50,300,"l1_cache_local_hit_rate","L1 Local Hit Rate",0.000000%,0.000000%
f3,200_200_50,300,"sm_efficiency","Multiprocessor Activity",81.751888%,93.333968%
f3,200_200_50,300,"ipc","Executed IPC",1.476190,1.641306
f3,200_200_50,300,"achieved_occupancy","Achieved Occupancy",0.609982,0.693020
f3,200_200_50,300,"gld_requested_throughput","Requested Global Load Throughput",20.777334GB/s,20.884740GB/s
f3,200_200_50,300,"gst_requested_throughput","Requested Global Store Throughput",15.781163GB/s,15.862742GB/s
f3,200_200_50,300,"sm_efficiency_instance","Multiprocessor Activity",81.751888%,93.333968%
f3,200_200_50,300,"ipc_instance","Executed IPC",1.476190,1.641306
f3,200_200_50,300,"inst_replay_overhead","Instruction Replay Overhead",0.216412,0.217011
f3,200_200_50,300,"shared_replay_overhead","Shared Memory Replay Overhead",0.043366,0.043366
f3,200_200_50,300,"global_replay_overhead","Global Memory Replay Overhead",0.034939,0.034939
f3,200_200_50,300,"global_cache_replay_overhead","Global Memory Cache Replay Overhead",0.000000,0.000000
f3,200_200_50,300,"tex_cache_hit_rate","Texture Cache Hit Rate",0.000000%,0.000000%
f3,200_200_50,300,"tex_cache_throughput","Texture Cache Throughput",0.000000B/s,0.000000B/s
f3,200_200_50,300,"dram_read_throughput","Device Memory Read Throughput",29.079093GB/s,29.526216GB/s
f3,200_200_50,300,"dram_write_throughput","Device Memory Write Throughput",23.081648GB/s,24.050188GB/s
f3,200_200_50,300,"gst_throughput","Global Store Throughput",19.766305GB/s,19.868485GB/s
f3,200_200_50,300,"gld_throughput","Global Load Throughput",29.625239GB/s,29.778382GB/s
f3,200_200_50,300,"local_replay_overhead","Local Memory Cache Replay Overhead",0.000000,0.000000
f3,200_200_50,300,"shared_efficiency","Shared Memory Efficiency",43.554314%,43.555308%
f3,200_200_50,300,"gld_efficiency","Global Memory Load Efficiency",70.133896%,70.133896%
f3,200_200_50,300,"gst_efficiency","Global Memory Store Efficiency",79.838710%,79.838710%
f3,200_200_50,300,"l2_l1_read_hit_rate","L2 Hit Rate (L1 Reads)",31.969088%,32.209364%
f3,200_200_50,300,"l2_texture_read_hit_rate","L2 Hit Rate (Texture Reads)",0.000000%,0.000000%
f3,200_200_50,300,"l2_l1_read_throughput","L2 Throughput (L1 Reads)",29.625239GB/s,29.778382GB/s
f3,200_200_50,300,"l2_texture_read_throughput","L2 Throughput (Texture Reads)",0.000000B/s,0.000000B/s
f3,200_200_50,300,"local_memory_overhead","Local Memory Overhead",0.000000%,0.050233%
f3,200_200_50,300,"warp_execution_efficiency","Warp Execution Efficiency",77.502264%,77.502269%
f3,200_200_50,300,"nc_gld_requested_throughput","Requested Non-Coherent Global Load Throughput",0.000000B/s,0.000000B/s
f3,200_200_50,300,"issued_ipc","Issued IPC",1.797304,1.994931
f3,200_200_50,300,"inst_per_warp","Instructions per warp",8167.492604,8167.492604
f3,200_200_50,300,"issue_slot_utilization","Issue Slot Utilization",37.078555%,41.157104%
f3,200_200_50,300,"local_load_transactions_per_request","Local Memory Load Transactions Per Request",0.000000,0.000000
f3,200_200_50,300,"local_store_transactions_per_request","Local Memory Store Transactions Per Request",0.000000,0.000000
f3,200_200_50,300,"shared_load_transactions_per_request","Shared Memory Load Transactions Per Request",1.969808,1.969808
f3,200_200_50,300,"shared_store_transactions_per_request","Shared Memory Store Transactions Per Request",1.261128,1.261242
f3,200_200_50,300,"gld_transactions_per_request","Global Load Transactions Per Request",1.979595,1.979595
f3,200_200_50,300,"gst_transactions_per_request","Global Store Transactions Per Request",3.846154,3.846154
f3,200_200_50,300,"local_load_transactions","Local Load Transactions",0,0
f3,200_200_50,300,"local_store_transactions","Local Store Transactions",0,0
f3,200_200_50,300,"shared_load_transactions","Shared Load Transactions",851808,851808
f3,200_200_50,300,"shared_store_transactions","Shared Store Transactions",287300,287326
f3,200_200_50,300,"gld_transactions","Global Load Transactions",424350,424350
f3,200_200_50,300,"gst_transactions","Global Store Transactions",237600,237600
f3,200_200_50,300,"sysmem_read_transactions","System Memory Read Transactions",0,0
f3,200_200_50,300,"sysmem_write_transactions","System Memory Write Transactions",1,17
f3,200_200_50,300,"tex_cache_transactions","Texture Cache Transactions",0,0
f3,200_200_50,300,"dram_read_transactions","Device Memory Read Transactions",865480,878600
f3,200_200_50,300,"dram_write_transactions","Device Memory Write Transactions",687091,715652
f3,200_200_50,300,"l2_read_transactions","L2 Read Transactions",884016,885512
f3,200_200_50,300,"l2_write_transactions","L2 Write Transactions",591387,592919
f3,200_200_50,300,"local_load_throughput","Local Memory Load Throughput",0.000000B/s,0.000000B/s
f3,200_200_50,300,"local_store_throughput","Local Memory Store Throughput",0.000000B/s,0.000000B/s
f3,200_200_50,300,"shared_load_throughput","Shared Memory Load Throughput",228.590977GB/s,229.772648GB/s
f3,200_200_50,300,"shared_store_throughput","Shared Memory Store Throughput",77.099754GB/s,77.499930GB/s
