#ratio,nCores,1000,2000,4000,8000
0.5,32,7986091055.78,7313830087.28,6881010889.89,10507808820.89
1,32,6973946055.31,7276655234.78,6877701367.31,10501449722.39
1.5,32,6846537855.00,7282835274.39,6825329952.78,10486664521.83
2,32,6905010652.47,7283198701.89,6857273129.53,10471960873.25
