#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,44290264461.49,32582120850.57,33426723656.28,16769054680.06
5,44290264461.49,32582120850.57,25238074863.28,12296906734.17
6,44290264461.49,32582120850.57,20205884052.89,10943539805.67
7,44290264461.49,32582120850.57,16992344591.67,10954280107.28
8,44290264461.49,32582120850.57,15183605013.94,10951039436.67
9,44290264461.49,32582120850.57,14785489612.94,10972616350.61
10,44290264461.49,32582120850.57,14304417104.33,10985308100.89
11,44290264461.49,32582120850.57,13386636528.17,9935297866.33
12,44290264461.49,32582120850.57,12730818183.83,9989234311.83
13,44290264461.49,32582120850.57,12319375144.28,9364165314.44
14,44290264461.49,32582120850.57,11918279823.67,9457453430.56
15,44290264461.49,32582120850.57,11628321723.50,9610900477.11
16,44290264461.49,32582120850.57,11419267143.44,7240479271.33
17,44290264461.49,32582120850.57,11275327823.22,7220734953.50
18,44290264461.49,32582120850.57,11814566917.78,7336718199.11
19,44290264461.49,32582120850.57,10771250715.89,7489794939.61
20,44290264461.49,32582120850.57,10470500644.39,7596203364.94
21,44290264461.49,32582120850.57,10666220490.89,7538866242.44
22,44290264461.49,32582120850.57,11568635063.33,7575457445.44
23,44290264461.49,32582120850.57,13246797913.28,11013441130.22
24,44290264461.49,32582120850.57,12603529616.94,10194345048.28
25,44290264461.49,32582120850.57,12232113694.22,10108971901.00
26,44290264461.49,32582120850.57,11282338368.11,10038199889.33
27,44290264461.49,32582120850.57,11011565373.89,9978186071.22
28,44290264461.49,32582120850.57,10978307379.44,9955437187.94
29,44290264461.49,32582120850.57,11146998356.33,9952067901.50
30,44290264461.49,32582120850.57,11447540576.56,10690907814.17
31,44290264461.49,32582120850.57,11095615604.56,9885736077.28
32,44290264461.49,32582120850.57,11012940204.33,9931251704.61
33,44290264461.49,32582120850.57,10943244108.67,9986542313.44
34,44290264461.49,32582120850.57,10930440988.56,10054324632.11
35,44290264461.49,32582120850.57,10936683305.83,10110217298.33
36,44290264461.49,32582120850.57,11007015337.83,10157553551.00
37,44290264461.49,32582120850.57,11063283194.28,10194370457.06
38,44290264461.49,32582120850.57,11497539752.22,10254999759.44
39,44290264461.49,32582120850.57,11101695692.44,10304524242.44
40,44290264461.49,32582120850.57,10798564257.00,10331407283.00
