#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,27830553802.61,19923586766.38,20592564710.56,10334644929.00
5,27830553802.61,19923586766.38,15689003787.89,7731375390.11
6,27830553802.61,19923586766.38,12573198635.56,5981164573.67
7,27830553802.61,19923586766.38,10500585931.39,5987095197.61
8,27830553802.61,19923586766.38,9201309948.11,5985412399.78
9,27830553802.61,19923586766.38,8408856043.22,5987739633.67
10,27830553802.61,19923586766.38,7981725694.78,5993986570.39
11,27830553802.61,19923586766.38,7298068026.94,6029207190.78
12,27830553802.61,19923586766.38,7029934159.83,6057400075.67
13,27830553802.61,19923586766.38,6912184942.44,6125872971.61
14,27830553802.61,19923586766.38,6589815603.33,6233398476.17
15,27830553802.61,19923586766.38,6369103310.06,6320551790.28
16,27830553802.61,19923586766.38,6232822036.67,6480146228.11
17,27830553802.61,19923586766.38,6096392807.11,6557337613.72
18,27830553802.61,19923586766.38,6002875953.89,6633502693.67
19,27830553802.61,19923586766.38,5816218704.61,6652634977.28
20,27830553802.61,19923586766.38,5610223544.72,6730398138.94
21,27830553802.61,19923586766.38,5762478801.17,6694643821.50
22,27830553802.61,19923586766.38,5809854557.28,6711741841.83
23,27830553802.61,19923586766.38,7224901124.17,6672003889.44
24,27830553802.61,19923586766.38,6923060670.11,6641908059.17
25,27830553802.61,19923586766.38,6684657459.06,6613968398.67
26,27830553802.61,19923586766.38,6400551041.78,6591198978.56
27,27830553802.61,19923586766.38,6299524786.22,6531168602.67
28,27830553802.61,19923586766.38,6237164353.44,6534444613.06
29,27830553802.61,19923586766.38,6284337290.28,6506286305.61
30,27830553802.61,19923586766.38,6478098071.17,6482689712.22
31,27830553802.61,19923586766.38,6366061341.94,6484461751.44
32,27830553802.61,19923586766.38,6268690875.94,6499995511.56
33,27830553802.61,19923586766.38,6195923891.94,6540824571.17
34,27830553802.61,19923586766.38,6210428711.56,6588520616.78
35,27830553802.61,19923586766.38,6148747509.89,6641383396.17
36,27830553802.61,19923586766.38,6233196457.67,6674397614.67
37,27830553802.61,19923586766.38,6076575215.56,6715411194.22
38,27830553802.61,19923586766.38,6191110261.89,6737770642.83
39,27830553802.61,19923586766.38,6185306294.11,6766322971.28
40,27830553802.61,19923586766.38,5953106336.83,6784710503.39
