#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,484250749.94,76525722.40,414537121.33,77321221.44
5,484250749.94,76525722.40,315420812.78,77604097.33
6,484250749.94,76525722.40,254681202.33,77427917.50
7,484250749.94,76525722.40,211765969.78,77278489.44
8,484250749.94,76525722.40,190821177.00,77301465.39
9,484250749.94,76525722.40,178113151.83,77392448.44
10,484250749.94,76525722.40,162225733.33,77417395.94
11,484250749.94,76525722.40,144330355.61,77203500.61
12,484250749.94,76525722.40,134557749.67,77195165.78
13,484250749.94,76525722.40,134160620.06,77385594.00
14,484250749.94,76525722.40,134978287.67,77314081.94
15,484250749.94,76525722.40,131926487.83,77113714.28
16,484250749.94,76525722.40,126430694.56,77275783.83
17,484250749.94,76525722.40,125381939.22,77278511.89
18,484250749.94,76525722.40,144687434.39,77170781.83
19,484250749.94,76525722.40,121958515.50,77127693.50
20,484250749.94,76525722.40,117261689.06,77115635.17
21,484250749.94,76525722.40,116488969.78,77395919.89
22,484250749.94,76525722.40,121754086.94,77738764.39
23,484250749.94,76525722.40,139388578.44,77669098.28
24,484250749.94,76525722.40,131425329.67,77645424.39
25,484250749.94,76525722.40,127076019.56,77671753.44
26,484250749.94,76525722.40,122392781.72,78122213.61
27,484250749.94,76525722.40,120002086.94,77535018.94
28,484250749.94,76525722.40,117033472.61,77519568.39
29,484250749.94,76525722.40,115783871.72,77591687.28
30,484250749.94,76525722.40,116820104.78,77752149.89
31,484250749.94,76525722.40,114033021.83,77667867.89
32,484250749.94,76525722.40,116748771.56,77503770.22
33,484250749.94,76525722.40,116994818.11,77668295.78
34,484250749.94,76525722.40,116233498.06,77680385.94
35,484250749.94,76525722.40,113756522.11,77513246.50
36,484250749.94,76525722.40,114441975.22,77572248.61
37,484250749.94,76525722.40,112207695.44,77529608.61
38,484250749.94,76525722.40,107743943.11,77573532.44
39,484250749.94,76525722.40,113765325.33,77662771.67
40,484250749.94,76525722.40,110223862.50,77686039.50
