==12227== NVPROF is profiling process 12227, command: ./StencilCudaGpu37 1000 1000 100 3 5
==12227== Warning: Unified Memory Profiling is not supported on this device. System requirements for unified memory can be found at: http://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#um-requirements
==12227== Profiling application: ./StencilCudaGpu37 1000 1000 100 3 5
==12227== Profiling result:
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","SrcMemType","DstMemType","Device","Context","Stream","Name","Correlation_ID"
ns,ns,,,,,,,,B,KB,MB,GB/s,,,,,,,
119245378.000000,1610.000000,,,,,,,,,,,,,,,,,"cuDeviceGetCount",1
119247814.000000,179,,,,,,,,,,,,,,,,,"cuDeviceGetCount",2
119257893.000000,463,,,,,,,,,,,,,,,,,"cuDeviceGet",3
119258841.000000,11944.000000,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",4
119272865.000000,250,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",5
119273592.000000,214,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",6
119583094.000000,585,,,,,,,,,,,,,,,,,"cuDeviceGet",7
119583994.000000,238,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",8
119592489.000000,473,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",9
119602520.000000,467,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",10
119653716.000000,464,,,,,,,,,,,,,,,,,"cuDeviceGetCount",11
119654461.000000,234,,,,,,,,,,,,,,,,,"cuDeviceGet",12
119655550.000000,35901.000000,,,,,,,,,,,,,,,,,"cuDeviceGetName",13
119692357.000000,100996.000000,,,,,,,,,,,,,,,,,"cuDeviceTotalMem",14
119793910.000000,335,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",15
119794456.000000,202,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",16
119794874.000000,222,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",17
119795317.000000,197,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",18
119795723.000000,191,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",19
119796127.000000,28974.000000,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",20
119825636.000000,229,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",21
119826087.000000,200,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",22
119826495.000000,199,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",23
119826903.000000,203,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",24
119827315.000000,200,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",25
119827734.000000,203,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",26
119828145.000000,193,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",27
119828547.000000,195,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",28
119828968.000000,185,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",29
119829373.000000,193,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",30
119829779.000000,193,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",31
119830184.000000,194,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",32
119830587.000000,201,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",33
119831004.000000,203,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",34
119831419.000000,193,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",35
119831821.000000,192,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",36
119832228.000000,196,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",37
119832650.000000,195,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",38
119833054.000000,193,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",39
119833455.000000,193,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",40
119833860.000000,196,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",41
119834269.000000,200,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",42
119834689.000000,199,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",43
119835097.000000,201,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",44
119835510.000000,200,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",45
119835930.000000,200,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",46
119836339.000000,193,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",47
119836749.000000,196,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",48
119837161.000000,185,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",49
119837567.000000,185,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",50
119837973.000000,192,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",51
119838378.000000,195,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",52
119838786.000000,200,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",53
119839202.000000,199,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",54
119839610.000000,200,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",55
119840018.000000,199,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",56
119840427.000000,199,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",57
119840846.000000,193,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",58
119841249.000000,193,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",59
119841654.000000,193,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",60
119842060.000000,193,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",61
119842461.000000,193,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",62
119842867.000000,196,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",63
119843284.000000,195,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",64
119843686.000000,198,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",65
119844097.000000,194,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",66
119844499.000000,195,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",67
119844901.000000,201,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",68
119845322.000000,197,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",69
119845732.000000,150135.000000,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",70
119996523.000000,237,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",71
119996961.000000,181,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",72
119997342.000000,182,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",73
119997723.000000,212,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",74
119998135.000000,188,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",75
119998522.000000,203,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",76
119998925.000000,192,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",77
119999316.000000,189,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",78
119999704.000000,183,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",79
120000086.000000,185,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",80
120000465.000000,185,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",81
120000850.000000,248,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",82
120001301.000000,191,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",83
120001697.000000,191,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",84
120002091.000000,191,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",85
120002482.000000,203,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",86
120002885.000000,188,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",87
120003272.000000,183,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",88
120003655.000000,184,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",89
120004044.000000,134365.000000,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",90
120138953.000000,217,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",91
120139375.000000,206,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",92
120139788.000000,189,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",93
120140176.000000,186,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",94
120140562.000000,202,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",95
120140964.000000,185,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",96
120141352.000000,180,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",97
120141735.000000,511,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",98
120142472.000000,35840.000000,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",99
120178886.000000,229,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",100
120179336.000000,195,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",101
120179731.000000,559,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",102
120180494.000000,194,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",103
120180892.000000,237,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",104
120181333.000000,198,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",105
120181785.000000,220,,,,,,,,,,,,,,,,,"cuDeviceGet",106
120182529.000000,33047.000000,,,,,,,,,,,,,,,,,"cuDeviceGetName",107
120216147.000000,48433.000000,,,,,,,,,,,,,,,,,"cuDeviceTotalMem",108
120265062.000000,224,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",109
120265488.000000,178,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",110
120265865.000000,213,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",111
120266284.000000,192,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",112
120266678.000000,178,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",113
120267055.000000,31640.000000,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",114
120299193.000000,211,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",115
120299604.000000,184,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",116
120299988.000000,188,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",117
120300374.000000,181,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",118
120300753.000000,187,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",119
120301138.000000,186,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",120
120301524.000000,188,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",121
120301912.000000,184,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",122
120302300.000000,178,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",123
120302676.000000,185,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",124
120303059.000000,180,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",125
120303439.000000,184,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",126
120303824.000000,187,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",127
120304212.000000,180,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",128
120304591.000000,187,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",129
120304976.000000,180,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",130
120305354.000000,190,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",131
120305742.000000,193,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",132
120306133.000000,183,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",133
120306515.000000,186,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",134
