==14219== NVPROF is profiling process 14219, command: ./StencilCudaGpu37 1000 1000 800 8 5
==14219== Warning: Unified Memory Profiling is not supported on this device. System requirements for unified memory can be found at: http://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#um-requirements
==14219== Profiling application: ./StencilCudaGpu37 1000 1000 800 8 5
==14219== Profiling result:
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Device","Context","Stream","Name","Correlation_ID"
ns,ns,,,,,,,,B,B,,,,,
115884631.000000,1239.000000,,,,,,,,,,,,,"cuDeviceGetCount",1
115886714.000000,235,,,,,,,,,,,,,"cuDeviceGetCount",2
115899459.000000,809,,,,,,,,,,,,,"cuDeviceGet",3
115901148.000000,537,,,,,,,,,,,,,"cuDeviceGetAttribute",4
115904699.000000,454,,,,,,,,,,,,,"cuDeviceGetAttribute",5
115906115.000000,431,,,,,,,,,,,,,"cuDeviceGetAttribute",6
116312038.000000,622,,,,,,,,,,,,,"cuDeviceGet",7
116312967.000000,234,,,,,,,,,,,,,"cuDeviceGetAttribute",8
116313549.000000,189,,,,,,,,,,,,,"cuDeviceGetAttribute",9
116314080.000000,200,,,,,,,,,,,,,"cuDeviceGetAttribute",10
116339295.000000,347,,,,,,,,,,,,,"cuDeviceGetCount",11
116339971.000000,181,,,,,,,,,,,,,"cuDeviceGet",12
116341050.000000,66565.000000,,,,,,,,,,,,,"cuDeviceGetName",13
116408792.000000,103733.000000,,,,,,,,,,,,,"cuDeviceTotalMem",14
116513063.000000,374,,,,,,,,,,,,,"cuDeviceGetAttribute",15
116513677.000000,182,,,,,,,,,,,,,"cuDeviceGetAttribute",16
116514057.000000,206,,,,,,,,,,,,,"cuDeviceGetAttribute",17
116514493.000000,199,,,,,,,,,,,,,"cuDeviceGetAttribute",18
116514890.000000,177,,,,,,,,,,,,,"cuDeviceGetAttribute",19
116515270.000000,29493.000000,,,,,,,,,,,,,"cuDeviceGetAttribute",20
116545270.000000,214,,,,,,,,,,,,,"cuDeviceGetAttribute",21
116545684.000000,187,,,,,,,,,,,,,"cuDeviceGetAttribute",22
116546073.000000,180,,,,,,,,,,,,,"cuDeviceGetAttribute",23
116546450.000000,187,,,,,,,,,,,,,"cuDeviceGetAttribute",24
116546832.000000,182,,,,,,,,,,,,,"cuDeviceGetAttribute",25
116547220.000000,190,,,,,,,,,,,,,"cuDeviceGetAttribute",26
116547609.000000,178,,,,,,,,,,,,,"cuDeviceGetAttribute",27
116547980.000000,182,,,,,,,,,,,,,"cuDeviceGetAttribute",28
116548357.000000,175,,,,,,,,,,,,,"cuDeviceGetAttribute",29
116548731.000000,178,,,,,,,,,,,,,"cuDeviceGetAttribute",30
116549113.000000,179,,,,,,,,,,,,,"cuDeviceGetAttribute",31
116549496.000000,181,,,,,,,,,,,,,"cuDeviceGetAttribute",32
116549879.000000,190,,,,,,,,,,,,,"cuDeviceGetAttribute",33
116550272.000000,248,,,,,,,,,,,,,"cuDeviceGetAttribute",34
116550722.000000,179,,,,,,,,,,,,,"cuDeviceGetAttribute",35
116551098.000000,179,,,,,,,,,,,,,"cuDeviceGetAttribute",36
116551481.000000,188,,,,,,,,,,,,,"cuDeviceGetAttribute",37
116551867.000000,177,,,,,,,,,,,,,"cuDeviceGetAttribute",38
116552247.000000,178,,,,,,,,,,,,,"cuDeviceGetAttribute",39
116552628.000000,178,,,,,,,,,,,,,"cuDeviceGetAttribute",40
116553010.000000,286,,,,,,,,,,,,,"cuDeviceGetAttribute",41
