==11071== NVPROF is profiling process 11071, command: ./StencilCudaGpu37 800 800 400 6 5
==11071== Warning: Unified Memory Profiling is not supported on this device. System requirements for unified memory can be found at: http://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#um-requirements
==11071== Profiling application: ./StencilCudaGpu37 800 800 400 6 5
==11071== Profiling result:
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Device","Context","Stream","Name","Correlation_ID"
ns,ns,,,,,,,,B,B,,,,,
115254882.000000,1278.000000,,,,,,,,,,,,,"cuDeviceGetCount",1
115256811.000000,195,,,,,,,,,,,,,"cuDeviceGetCount",2
115264667.000000,505,,,,,,,,,,,,,"cuDeviceGet",3
115265627.000000,262,,,,,,,,,,,,,"cuDeviceGetAttribute",4
115267763.000000,209,,,,,,,,,,,,,"cuDeviceGetAttribute",5
115268462.000000,199,,,,,,,,,,,,,"cuDeviceGetAttribute",6
115597637.000000,484,,,,,,,,,,,,,"cuDeviceGet",7
115598388.000000,202,,,,,,,,,,,,,"cuDeviceGetAttribute",8
115598927.000000,179,,,,,,,,,,,,,"cuDeviceGetAttribute",9
115599431.000000,197,,,,,,,,,,,,,"cuDeviceGetAttribute",10
115621521.000000,329,,,,,,,,,,,,,"cuDeviceGetCount",11
115622068.000000,222,,,,,,,,,,,,,"cuDeviceGet",12
115623030.000000,34095.000000,,,,,,,,,,,,,"cuDeviceGetName",13
115658007.000000,150192.000000,,,,,,,,,,,,,"cuDeviceTotalMem",14
115809089.000000,402,,,,,,,,,,,,,"cuDeviceGetAttribute",15
115809687.000000,191,,,,,,,,,,,,,"cuDeviceGetAttribute",16
115810075.000000,200,,,,,,,,,,,,,"cuDeviceGetAttribute",17
115810481.000000,197,,,,,,,,,,,,,"cuDeviceGetAttribute",18
115810875.000000,176,,,,,,,,,,,,,"cuDeviceGetAttribute",19
115811255.000000,30359.000000,,,,,,,,,,,,,"cuDeviceGetAttribute",20
115842168.000000,224,,,,,,,,,,,,,"cuDeviceGetAttribute",21
115842595.000000,183,,,,,,,,,,,,,"cuDeviceGetAttribute",22
115842975.000000,190,,,,,,,,,,,,,"cuDeviceGetAttribute",23
115843363.000000,183,,,,,,,,,,,,,"cuDeviceGetAttribute",24
115843755.000000,183,,,,,,,,,,,,,"cuDeviceGetAttribute",25
