machine,kernel,size(xyz),iteration,IsStream,nTile,totalExeTime
f3,StencilCudaGpu37,800_800_1000,1,1,21,2028929809
f3,StencilCudaGpu37,800_800_1000,1,1,22,2028398438
f3,StencilCudaGpu37,800_800_1000,1,1,23,2035921050
f3,StencilCudaGpu37,800_800_1000,1,1,24,2028229214
f3,StencilCudaGpu37,800_800_1000,1,1,25,2037257104
f3,StencilCudaGpu37,800_800_1000,1,1,26,2028754173
f3,StencilCudaGpu37,800_800_1000,1,1,27,2035793588
f3,StencilCudaGpu37,800_800_1000,1,1,28,2028511759
f3,StencilCudaGpu37,800_800_1000,1,1,29,2028838193
f3,StencilCudaGpu37,800_800_1000,1,1,30,2036857414
f3,StencilCudaGpu37,800_800_1000,1,1,31,2036114919
f3,StencilCudaGpu37,800_800_1000,1,1,32,2028234013
f3,StencilCudaGpu37,800_800_1000,1,1,33,2028540546
f3,StencilCudaGpu37,800_800_1000,1,1,34,2027992474
f3,StencilCudaGpu37,800_800_1000,1,1,35,2028659276
f3,StencilCudaGpu37,800_800_1000,1,1,36,2028354299
f3,StencilCudaGpu37,800_800_1000,1,1,37,2029549519
f3,StencilCudaGpu37,800_800_1000,1,1,38,2027939115
f3,StencilCudaGpu37,800_800_1000,1,1,39,2036887427
f3,StencilCudaGpu37,800_800_1000,1,1,40,2037192447
f3,StencilCudaGpu37,800_800_1000,1,1,41,2028959111
f3,StencilCudaGpu37,800_800_1000,1,1,42,2028640510
f3,StencilCudaGpu37,800_800_1000,1,1,43,2028532572
f3,StencilCudaGpu37,800_800_1000,1,1,44,2028481245
f3,StencilCudaGpu37,800_800_1000,1,1,45,2028960491
f3,StencilCudaGpu37,800_800_1000,1,1,46,2028956523
f3,StencilCudaGpu37,800_800_1000,1,1,47,2028864750
f3,StencilCudaGpu37,800_800_1000,1,1,48,2028735059
f3,StencilCudaGpu37,800_800_1000,1,1,49,2028781985
f3,StencilCudaGpu37,800_800_1000,1,1,50,2029105870
f3,StencilCudaGpu37,1000_1000_1000,1,0,0,3096679300
f3,StencilCudaGpu37,1000_1000_1000,1,1,1,3097312904
f3,StencilCudaGpu37,1000_1000_1000,1,1,2,3097121387
f3,StencilCudaGpu37,1000_1000_1000,1,1,3,3097119344
f3,StencilCudaGpu37,1000_1000_1000,1,1,4,3109156785
f3,StencilCudaGpu37,1000_1000_1000,1,1,5,3097098926
f3,StencilCudaGpu37,1000_1000_1000,1,1,6,3097022597
f3,StencilCudaGpu37,1000_1000_1000,1,1,7,3097013300
f3,StencilCudaGpu37,1000_1000_1000,1,1,8,3097258630
f3,StencilCudaGpu37,1000_1000_1000,1,1,9,3097164490
f3,StencilCudaGpu37,1000_1000_1000,1,1,10,3109743146
f3,StencilCudaGpu37,1000_1000_1000,1,1,11,3097730362
f3,StencilCudaGpu37,1000_1000_1000,1,1,12,3097453130
f3,StencilCudaGpu37,1000_1000_1000,1,1,13,3109339110
f3,StencilCudaGpu37,1000_1000_1000,1,1,14,3096505917
f3,StencilCudaGpu37,1000_1000_1000,1,1,15,3097427363
f3,StencilCudaGpu37,1000_1000_1000,1,1,16,3096643387
f3,StencilCudaGpu37,1000_1000_1000,1,1,17,3097096816
f3,StencilCudaGpu37,1000_1000_1000,1,1,18,3097028171
f3,StencilCudaGpu37,1000_1000_1000,1,1,19,3108912644
f3,StencilCudaGpu37,1000_1000_1000,1,1,20,3097154173
f3,StencilCudaGpu37,1000_1000_1000,1,1,21,3095967283
f3,StencilCudaGpu37,1000_1000_1000,1,1,22,3096639229
f3,StencilCudaGpu37,1000_1000_1000,1,1,23,3097459653
f3,StencilCudaGpu37,1000_1000_1000,1,1,24,3096988334
f3,StencilCudaGpu37,1000_1000_1000,1,1,25,3097009490
f3,StencilCudaGpu37,1000_1000_1000,1,1,26,3097300263
f3,StencilCudaGpu37,1000_1000_1000,1,1,27,3097446111
f3,StencilCudaGpu37,1000_1000_1000,1,1,28,3108643716
f3,StencilCudaGpu37,1000_1000_1000,1,1,29,3096903793
f3,StencilCudaGpu37,1000_1000_1000,1,1,30,3110003692
f3,StencilCudaGpu37,1000_1000_1000,1,1,31,3096337108
f3,StencilCudaGpu37,1000_1000_1000,1,1,32,3097755127
f3,StencilCudaGpu37,1000_1000_1000,1,1,33,3109683227
f3,StencilCudaGpu37,1000_1000_1000,1,1,34,3096870435
f3,StencilCudaGpu37,1000_1000_1000,1,1,35,3109309748
f3,StencilCudaGpu37,1000_1000_1000,1,1,36,3097190860
f3,StencilCudaGpu37,1000_1000_1000,1,1,37,3096756847
f3,StencilCudaGpu37,1000_1000_1000,1,1,38,3096801476
f3,StencilCudaGpu37,1000_1000_1000,1,1,39,3097113057
f3,StencilCudaGpu37,1000_1000_1000,1,1,40,3096968097
f3,StencilCudaGpu37,1000_1000_1000,1,1,41,3096947556
f3,StencilCudaGpu37,1000_1000_1000,1,1,42,3097165708
f3,StencilCudaGpu37,1000_1000_1000,1,1,43,3109158297
f3,StencilCudaGpu37,1000_1000_1000,1,1,44,3097472022
f3,StencilCudaGpu37,1000_1000_1000,1,1,45,3097186635
f3,StencilCudaGpu37,1000_1000_1000,1,1,46,3096356775
f3,StencilCudaGpu37,1000_1000_1000,1,1,47,3097019188
f3,StencilCudaGpu37,1000_1000_1000,1,1,48,3097897593
f3,StencilCudaGpu37,1000_1000_1000,1,1,49,3097387580
f3,StencilCudaGpu37,1000_1000_1000,1,1,50,3097408632
