#ratio,1000,2000,4000,8000
0.5,12,9095290580.89,9098057979.33,9190900417.83,9091639933.44
1,12,9112335858.72,9100557825.17,9112049062.53,9058239371.56
1.5,12,9120065649.69,9424116636.78,9187976023.44,9296258009.97
2,12,9132955002.25,9140092813.25,9197194509.67,9074509198.42
