#cores,StencilSEQ,StencilCUDA,StencilCudaCpu,StencilCudaHybrid3
4,5641970175.76,1264960134.38,10965078231.67,1265379315.39
5,5641970175.76,1264960134.38,8445341013.36,1266953334.17
6,5641970175.76,1264960134.38,6763805328.94,1265746777.94
7,5641970175.76,1264960134.38,5798412862.72,1267763854.78
8,5641970175.76,1264960134.38,4973947948.67,1267190360.17
9,5641970175.76,1264960134.38,4489014010.69,1268067375.69
10,5641970175.76,1264960134.38,4022756135.97,1267962027.75
11,5641970175.76,1264960134.38,3896565004.08,1267641391.92
12,5641970175.76,1264960134.38,3778000924.17,1267424840.94
